USAGE_DATE,SoCal_AMI_NONAMI_MDTH,SoCal_CUST_COUNT,SD_AMI_NONAMI_MDTH,SD_CUST_COUNT,SEU_AMI_NONAMI_MDTH,SEU_CUST_COUNT
2021-02-28,1119.0595402,6030376.0,156.8144579425,906132.0,1275.8739981424999,6936508.0
2021-02-27,1116.3616952,6031551.0,163.83106384250001,905945.0,1280.1927590425,6937496.0
2021-02-26,1169.2042601,6031157.0,160.2214977425,905623.0,1329.4257578425,6936780.0
2021-02-25,1093.0793861000002,6030816.0,144.0013715425,905720.0,1237.0807576425002,6936536.0
2021-02-24,980.321982,6030285.0,148.6394403425,905658.0,1128.9614223425,6935943.0
2021-02-23,983.0800885000002,6030772.0,144.3197109425,905369.0,1127.3997994425001,6936141.0
2021-02-22,1075.7498087000001,6030130.0,153.79096874249998,905240.0,1229.5407774425,6935370.0
2021-02-21,1170.5213037,6029503.0,166.52871304250002,905732.0,1337.0500167425,6935235.0
2021-02-20,1243.9348359,6030207.0,175.8744285425,905237.0,1419.8092644425,6935444.0
2021-02-19,1292.3292463,6029802.0,185.2881940425,904392.0,1477.6174403425,6934194.0
2021-02-18,1326.2680543000001,6029204.0,187.03027134250001,904703.0,1513.2983256425002,6933907.0
2021-02-17,1337.2729975000002,6029952.0,181.5919741425,905310.0,1518.8649716425002,6935262.0
2021-02-16,1220.9718893,6029263.0,163.7784715425,904271.0,1384.7503608425,6933534.0
2021-02-15,1343.8128356,6028812.0,198.8693671425,905654.0,1542.6822027425,6934466.0
2021-02-14,1263.8810981,6028285.0,170.7603438425,904225.0,1434.6414419425,6932510.0
2021-02-13,1260.9521570999998,6028504.0,189.9461510425,904619.0,1450.8983081425,6933123.0
2021-02-12,1143.6898311,6028047.0,159.63400914250002,904223.0,1303.3238402425,6932270.0
2021-02-11,1267.5987774999999,6027805.0,178.6800703425,905027.0,1446.2788478424998,6932832.0
2021-02-10,1244.7019614,6027085.0,172.4537015425,904592.0,1417.1556629425002,6931677.0
2021-02-09,1320.4732305999999,6027633.0,183.4194652425,903950.0,1503.8926958425,6931583.0
2021-02-08,1240.7067780999998,6027033.0,175.81850344250003,904583.0,1416.5252815425,6931616.0
2021-02-07,1158.089552,6026597.0,168.3013479425,904843.0,1326.3908999424998,6931440.0
